ID,诗名,朝代,花名,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths
54,邻墙梅花,元,梅花,7,早春|春|木笔花|梅花|竹|袍|香,春|有意|梅花|粉墙|腊后|袍|香,早春:1|梅花:1|木笔花:1|竹:1|春:1|香:1|袍:1,卷一/时令类/早春|卷一/时令类/春|卷四/百花类/木笔花|卷四/百花类/梅花|卷四/竹木类/竹|卷三/服饰类/袍|卷三/器用类下/香
55,梅 花,清,梅花,5,斧|早梅|春风|曝日|江湖,春风|暗香|林间|深雪|竹屋,曝日:1|早梅:1|斧:1|江湖:1|春风:1,卷三/器用类上/斧|卷四/百花类/早梅|卷一/天文类/春风|?/曝日|?/江湖
56,梅 花,清,梅花,8,待月|旅|春|清明|画花|风|骤雨|鼓,一枝|发春|孤馆|寒梅|故园|江上|花落|风,骤雨:1|春:1|鼓:1|旅:1|清明:1|待月:1|画花:1|风:1,卷一/天文类/待月|?/旅|卷一/时令类/春|卷一/节序类/清明|卷三/书画类/画花|卷一/天文类/风|卷一/天文类/骤雨|卷三/音乐类/鼓
57,梅花坞坐月,清,梅花,6,喜雪|旅舍|梅花|溪|竹风|鹤,孤吟|月明中|梅花|溪|静坐|鹤,旅舍:1|竹风:1|喜雪:1|梅花:1|溪:1|鹤:1,卷一/天文类/喜雪|卷二/宫室类/旅舍|卷四/百花类/梅花|卷一/地舆类/溪|卷一/天文类/竹风|卷四/飞禽类/鹤
58,灵谷寺梅花坞,明,梅花,9,几|山|柳|梅花|燕|石|茶|踏青|闲居,几|千树|山|梅花|燕|石|茅屋|茶|藉草,闲居:1|柳:1|梅花:1|踏青:1|山:1|几:1|燕:1|石:1|茶:1,卷三/器用类上/几|卷一/地舆类/山|卷四/树木类/柳|卷四/百花类/梅花|卷四/飞禽类/燕|卷一/地舆类/石|卷三/饮食类/茶|卷三/游眺类/踏青|卷二/宫室类/闲居
59,新栽梅,唐,梅花,3,寒食雨|芙蓉|花,桃李|池边|花,芙蓉:1|寒食雨:1|花:1,卷一/节序类/寒食雨|?/芙蓉|卷四/百花类/花
60,春女怨,唐,梅花,7,十月菊|春色|梨花|楼子芍药|残灯|竹几|香印,一树|今朝|堂前|春色|白玉|花开|重重,竹几:1|香印:1|梨花:1|十月菊:1|残灯:1|楼子芍药:1|春色:1,卷四/百花类/十月菊|卷一/时令类/春色|卷四/百花类/梨花|卷四/百花类/楼子芍药|卷三/器用类下/残灯|卷三/器用类上/竹几|卷三/器用类上/香印
61,早 梅,唐,梅花,8,早梅|冬|寻访|春|梨花|竹几|贺新居|郊居,一树|冬|寒梅|村路|溪桥|白玉|花先发|近水|雪未消,早梅:2|梨花:1|春:1|竹几:1|郊居:1|寻访:1|贺新居:1|冬:1,卷四/百花类/早梅|卷一/时令类/冬|卷三/游眺类/寻访|卷一/时令类/春|卷四/百花类/梨花|卷三/器用类上/竹几|卷三/庆吊类/贺新居|卷二/宫室类/郊居
62,竹里梅,唐,梅花,6,竹|梅花|四季花|柿子|槐|沙,竹|梅花|枝上|枝垂|雪下|风吹,竹:3|梅花:2|槐:1|沙:1|柿子:1|四季花:1,卷四/竹木类/竹|卷四/百花类/梅花|卷四/百花类/四季花|卷四/百果类/柿子|卷四/树木类/槐|卷一/地舆类/沙
63,山驿梅花,唐,梅花,7,桃花|沙|涧|溪|雨|香|鱼,无主|涧|深山|溪|陌上|雨|香,桃花:1|沙:1|鱼:1|溪:1|涧:1|香:1|雨:1,卷四/百花类/桃花|卷一/地舆类/沙|卷一/地舆类/涧|卷一/地舆类/溪|卷一/天文类/雨|卷三/器用类下/香|卷四/鳞介类/鱼
64,梅 花,唐,梅花,7,俳优|初冬|待月|栢|绿萼梅|象|香,倚槛|助威|早芳|枝枝|池冰|霜雪|香,俳优:1|待月:1|初冬:1|绿萼梅:1|栢:1|象:1|香:1,卷二/人品类/俳优|卷一/时令类/初冬|卷一/天文类/待月|卷四/树木类/栢|卷四/百花类/绿萼梅|卷四/走兽类/象|卷三/器用类下/香
65,京师逢卖梅花,宋,梅花,6,几|梦|涧|秋兴|香|马,修竹|几|水深|蝴蝶|香|马,秋兴:1|梦:1|涧:1|马:1|香:1|几:1,卷三/器用类上/几|卷二/人事类/梦|卷一/地舆类/涧|卷一/时令类/秋兴|卷三/器用类下/香|卷四/走兽类/马
66,梅 花,宋,梅花,8,冬|喜雨|日|早春|春|柿子|秋|酒楼,倚阑|日|春|春意|枝上|腊后|萧条|雪压,秋:1|早春:1|冬:1|酒楼:1|柿子:1|喜雨:1|春:1|日:1,卷一/时令类/冬|卷一/天文类/喜雨|卷一/天文类/日|卷一/时令类/早春|卷一/时令类/春|卷四/百果类/柿子|卷一/时令类/秋|卷二/宫室类/酒楼
67,梅花二首,宋,梅花,12,早春|上元遇雪|喜雪|寒食雨|梅花|水|水帘|渡|溪|石|草|迁居,东风|关山|幽谷|把酒|春来|梅花|水|渡|溪|潺潺|石|草|飞雪,早春:2|迁居:1|水帘:1|梅花:1|上元遇雪:1|寒食雨:1|喜雪:1|水:1|草:1|石:1|渡:1|溪:1,卷一/时令类/早春|卷一/节序类/上元遇雪|卷一/天文类/喜雪|卷一/节序类/寒食雨|卷四/百花类/梅花|卷一/地舆类/水|卷一/地舆类/水帘|卷一/地舆类/渡|卷一/地舆类/溪|卷一/地舆类/石|卷三/百草类/草|卷二/宫室类/迁居
68,次韵杨公济奉议梅花,宋,梅花,5,废宅|残蝶|神童|蜓|鵞,双双|多情|燕子|雀喧|风流,废宅:1|残蝶:1|神童:1|蜓:1|鵞:1,卷二/宫室类/废宅|卷四/昆虫类/残蝶|卷二/人品类/神童|?/蜓|?/鵞
69,梅 花,宋,梅花,11,不出院僧|冬雨|山|春|残星|浦|烟|花|芳草|莲花|迁居,到处|山|春|浦|烟|盈盈|脉脉|花|芳草|西湖|酒家,莲花:1|不出院僧:1|芳草:1|残星:1|冬雨:1|迁居:1|春:1|花:1|山:1|烟:1|浦:1,卷二/释老类/不出院僧|卷一/天文类/冬雨|卷一/地舆类/山|卷一/时令类/春|卷一/天文类/残星|卷一/地舆类/浦|卷一/天文类/烟|卷四/百花类/花|卷三/百草类/芳草|卷四/百花类/莲花|卷二/宫室类/迁居
70,十一月后庭梅花盛开,宋,梅花,5,夏|江湖|秋径|腊梅|花,山禽|幽香|腊梅|花|青苔,腊梅:1|秋径:1|江湖:1|夏:1|花:1,卷一/时令类/夏|?/江湖|?/秋径|卷四/百花类/腊梅|卷四/百花类/花
71,梅,宋,梅花,5,早春|梨花|烛|立春|香,东风|梨花|残雪|纤影|香,烛:1|早春:1|立春:1|梨花:1|香:1,卷一/时令类/早春|卷四/百花类/梨花|卷三/器用类下/烛|卷一/节序类/立春|卷三/器用类下/香
72,和张规臣水墨梅五绝(其三),宋,梅花,7,几|尘|春归|浮山|玉|红梅|蔷薇,依旧|几|尘|春归|染素|江南|玉,红梅:1|春归:1|浮山:1|蔷薇:1|玉:1|几:1|尘:1,卷三/器用类上/几|卷一/地舆类/尘|卷一/时令类/春归|?/浮山|卷三/珍宝类/玉|卷四/百花类/红梅|?/蔷薇
73,和张规臣水墨梅五绝（其五）,宋,梅花,9,冬雨|梦|秋兴|秋凉|秋色|莲花|诗|郊行|重九,临水|前村|年年|幽姿|晴窗|横斜|画出|西湖|诗,莲花:1|重九:1|秋兴:1|秋色:1|梦:1|秋凉:1|冬雨:1|郊行:1|诗:1,卷一/天文类/冬雨|卷二/人事类/梦|卷一/时令类/秋兴|卷一/时令类/秋凉|卷一/时令类/秋色|卷四/百花类/莲花|卷二/文学类/诗|卷三/游眺类/郊行|卷一/节序类/重九
74,绿萼梅,宋,梅花,6,围棋|日|玉|竹|罗|鸾,忘归|日|玉|竹|罗|鸾,围棋:1|玉:1|鸾:1|罗:1|竹:1|日:1,?/围棋|卷一/天文类/日|卷三/珍宝类/玉|卷四/竹木类/竹|?/罗|?/鸾
75,落 梅,宋,梅花,5,急难|旅|春|花|风,东君|乞怜|花|风|飘零,旅:1|春:1|急难:1|风:1|花:1,卷二/志气类/急难|?/旅|卷一/时令类/春|卷四/百花类/花|卷一/天文类/风
76,梅 花,宋,梅花,4,花|残月|江湖|风,富贵|幽香|淡淡|花|风,花:2|江湖:1|残月:1|风:1,卷四/百花类/花|卷一/天文类/残月|?/江湖|卷一/天文类/风
77,梅 花,宋,梅花,6,岛屿|梅花|梨花|水仙花|海|石碁盘,一树|山中|晓风|梅前|梅花|雪堆,梅花:1|岛屿:1|海:1|石碁盘:1|梨花:1|水仙花:1,卷一/地舆类/岛屿|卷四/百花类/梅花|卷四/百花类/梨花|卷四/百花类/水仙花|卷一/地舆类/海|?/石碁盘
78,梅 花,宋,梅花,7,帽|春色|沙|画|花|酒|酒旗,丹青|如雪|帽|斜挂|画|花|酒,沙:1|酒旗:1|春色:1|帽:1|花:1|酒:1|画:1,卷三/服饰类/帽|卷一/时令类/春色|卷一/地舆类/沙|卷三/书画类/画|卷四/百花类/花|卷三/饮食类/酒|卷三/器用类上/酒旗
79,江上寻梅,宋,梅花,6,园|地|柱杖|梅花|梨花|渔矶,一树|园|地|梅花|藤杖|风月,渔矶:1|梨花:1|梅花:1|柱杖:1|园:1|地:1,卷一/地舆类/园|卷一/地舆类/地|卷三/器用类上/柱杖|卷四/百花类/梅花|卷四/百花类/梨花|卷一/地舆类/渔矶
80,折梅花,宋,梅花,6,书|山|山居|梅花|梦|渡,书|山|梅花|梦|清泉|白石,梅花:1|渡:1|山居:1|书:1|山:1|梦:1,?/书|卷一/地舆类/山|卷二/宫室类/山居|卷四/百花类/梅花|卷二/人事类/梦|卷一/地舆类/渡
81,雪后寻梅,宋,梅花,5,春昼|月夜访友|游山|香|鹊,一枝梅|幽人|欹枕|香|鹊,月夜访友:1|游山:1|春昼:1|鹊:1|香:1,卷一/时令类/春昼|卷二/师友类/月夜访友|卷一/地舆类/游山|卷三/器用类下/香|卷四/飞禽类/鹊
82,池亭双树梅花,宋,梅花,5,亭|梅花|水|池|白莲花,两枝|亭|梅花|水|池,梅花:1|白莲花:1|池:1|亭:1|水:1,卷二/宫室类/亭|卷四/百花类/梅花|卷一/地舆类/水|卷一/地舆类/池|卷四/百花类/白莲花
83,南斋梅花,宋,梅花,4,春晓|梅花|萤|鼎,一月|早起|梅花|烧香,春晓:1|梅花:1|萤:1|鼎:1,卷一/时令类/春晓|卷四/百花类/梅花|卷四/昆虫类/萤|卷三/器用类上/鼎
84,梅影上有寒雀来往,宋,梅花,6,冬雨|日影|梅花|殿|水声|画,古今|日影|梅花|画|画图|飞花,梅花:1|日影:1|殿:1|冬雨:1|水声:1|画:1,卷一/天文类/冬雨|卷一/天文类/日影|卷四/百花类/梅花|卷二/宫室类/殿|卷一/地舆类/水声|卷三/书画类/画
85,昌英知县叔作岁，坐上赋瓶里梅花，时坐上九人,宋,梅花,4,梅花|几|水|沙,几|梅花|水|江头|竹外,梅花:2|沙:1|水:1|几:1,卷四/百花类/梅花|卷三/器用类上/几|卷一/地舆类/水|卷一/地舆类/沙
86,庆长叔招饮花下,宋,梅花,6,上元|夜宴|溪|白菊|雪意|飘,琼英|翠袖|醉里|雪声|风声|飘,溪:1|雪意:1|夜宴:1|上元:1|白菊:1|飘:1,卷一/节序类/上元|卷二/人事类/夜宴|卷一/地舆类/溪|卷四/百花类/白菊|卷一/天文类/雪意|?/飘
87,瓶里梅花,宋,梅花,5,几|地炉|玉|诗人|迁居,几|玉|空山|诗人|银瓶,地炉:1|迁居:1|诗人:1|玉:1|几:1,卷三/器用类上/几|卷三/器用类上/地炉|卷三/珍宝类/玉|卷二/人品类/诗人|卷二/宫室类/迁居
88,除夜自石湖归苕溪(其一),宋,梅花,9,梅花|残星|水|沙|渔父|烟|石桥|竹|香,梅花|水|沙|烟|石桥|竹|细雨|迢迢|香,渔父:1|残星:1|梅花:1|石桥:1|沙:1|烟:1|水:1|竹:1|香:1,卷四/百花类/梅花|卷一/天文类/残星|卷一/地舆类/水|卷一/地舆类/沙|卷二/人品类/渔父|卷一/天文类/烟|卷一/地舆类/石桥|卷四/竹木类/竹|卷三/器用类下/香
89,水边早梅,宋,梅花,9,冬日牡丹|带|桃花|池|画花|白莲花|秋径|秋阴|花,一枝|两枝|寒烟|带|池|漏泄春光|疏影|花|黯淡,秋阴:1|秋径:1|冬日牡丹:1|桃花:1|画花:1|白莲花:1|花:1|带:1|池:1,?/冬日牡丹|卷三/服饰类/带|卷四/百花类/桃花|卷一/地舆类/池|卷三/书画类/画花|卷四/百花类/白莲花|?/秋径|卷一/时令类/秋阴|卷四/百花类/花
90,久客买舟西还,宋,梅花,5,冬雨|梅花|河|浦|诗,万里|梅花|灞桥|烟波|诗,河:1|浦:1|冬雨:1|梅花:1|诗:1,卷一/天文类/冬雨|卷四/百花类/梅花|卷一/地舆类/河|卷一/地舆类/浦|卷二/文学类/诗
91,梅 花,宋,梅花,8,冬夜|冬日书怀|喜雨|塔|山|梦|秋暮|赠内,万山|峥嵘|春意|梦|楼寒|玉箫|野月|霜清,赠内:1|冬日书怀:1|秋暮:1|山:1|塔:1|冬夜:1|喜雨:1|梦:1,卷一/时令类/冬夜|卷一/时令类/冬日书怀|卷一/天文类/喜雨|卷二/宫室类/塔|卷一/地舆类/山|卷二/人事类/梦|卷一/时令类/秋暮|卷二/人伦类/赠内
92,武夷山中,宋,梅花,10,几|山|怀友|月|梅花|梦|江湖|潮|画鹰|雨,几|十年|天地|寂寥|山|梅花|梦|独立|野水|雨,怀友:1|画鹰:1|江湖:1|潮:1|月:1|梅花:1|梦:1|山:1|雨:1|几:1,卷三/器用类上/几|卷一/地舆类/山|卷二/师友类/怀友|卷一/天文类/月|卷四/百花类/梅花|卷二/人事类/梦|?/江湖|卷一/地舆类/潮|卷三/书画类/画鹰|卷一/天文类/雨
93,夜 坐,宋,梅花,6,夜宴|松径|梅花|红梅|酒|风,梅花|梦中|森森|江南|酒|风,松径:1|梅花:1|夜宴:1|红梅:1|酒:1|风:1,卷二/人事类/夜宴|?/松径|卷四/百花类/梅花|卷四/百花类/红梅|卷三/饮食类/酒|卷一/天文类/风
94,窗外梅蕾,金,梅花,11,冬|春风|柳|桥|梦|渔鼓|溪|玉|石|竹|风,春风|柳|桥|梦|溪|玉|石|竹|道人|雪飞|风|麦肥,冬:2|春风:1|渔鼓:1|柳:1|玉:1|溪:1|梦:1|石:1|竹:1|桥:1|风:1,卷一/时令类/冬|卷一/天文类/春风|卷四/树木类/柳|卷一/地舆类/桥|卷二/人事类/梦|卷三/音乐类/渔鼓|卷一/地舆类/溪|卷三/珍宝类/玉|卷一/地舆类/石|卷四/竹木类/竹|卷一/天文类/风
95,墨 梅,金,梅花,8,桃花|梦|渔矶|画梅|神仙|红梅|莲花|观,冷香|换骨|施朱|梦|烟雨|玄都|疏影|西湖,红梅:1|神仙:1|观:1|桃花:1|画梅:1|渔矶:1|莲花:1|梦:1,卷四/百花类/桃花|卷二/人事类/梦|卷一/地舆类/渔矶|卷三/书画类/画梅|卷二/释老类/神仙|卷四/百花类/红梅|卷四/百花类/莲花|卷二/宫室类/观
96,梅,金,梅花,8,如昼|春|春色|江湖|砧杵|花|郊行|馆驿,今夜|前村|春色|晴沙|暗香|花|谁家|驿使,春:1|郊行:1|馆驿:1|春色:1|江湖:1|如昼:1|砧杵:1|花:1,?/如昼|卷一/时令类/春|卷一/时令类/春色|?/江湖|?/砧杵|卷四/百花类/花|卷三/游眺类/郊行|卷二/宫室类/馆驿
97,观梅有感,元,梅花,8,喜雨|尘|敬贤|早春|梅花|沙|红梅|莲花,东风|尘|春意|梅花|梦想|江南|沙|西湖,早春:1|敬贤:1|莲花:1|红梅:1|喜雨:1|梅花:1|尘:1|沙:1,卷一/天文类/喜雨|卷一/地舆类/尘|卷二/君道类/敬贤|卷一/时令类/早春|卷四/百花类/梅花|卷一/地舆类/沙|卷四/百花类/红梅|卷四/百花类/莲花
98,白 梅,元,梅花,8,寒食雨|尘|循吏|春|月桂|江亭|河|鸜鹆,万里|乾坤|冰雪|尘|春|林中|桃李|清香,循吏:1|鸜鹆:1|寒食雨:1|月桂:1|江亭:1|河:1|尘:1|春:1,卷一/节序类/寒食雨|卷一/地舆类/尘|卷二/臣道类/循吏|卷一/时令类/春|卷一/天文类/月桂|卷二/宫室类/江亭|卷一/地舆类/河|卷四/飞禽类/鸜鹆
99,梅 花,元,梅花,8,冬日|圣寿|早春|月|梅花|莲塘|郊居|雷,一声|东风|南山|月|梅花|羌笛|野桥|雪消,早春:1|冬日:1|圣寿:1|雷:1|莲塘:1|梅花:1|郊居:1|月:1,卷一/天文类/冬日|卷二/君道类/圣寿|卷一/时令类/早春|卷一/天文类/月|卷四/百花类/梅花|卷一/地舆类/莲塘|卷二/宫室类/郊居|卷一/天文类/雷
100,梅 花,元,梅花,8,夏夜|天|杵臼|楼|海|烟|莲花|赠内,天|月明|楼|海|清气|烟|玉箫|西湖,夏夜:1|莲花:1|杵臼:1|赠内:1|海:1|烟:1|天:1|楼:1,卷一/时令类/夏夜|卷一/天文类/天|卷三/器用类上/杵臼|卷二/宫室类/楼|卷一/地舆类/海|卷一/天文类/烟|卷四/百花类/莲花|卷二/人伦类/赠内
101,风 梅,元,梅花,9,宫阙|春寒|渔舟|玉|白莲花|芳草|裳|酒旗|风,少女|春寒|月夜|玉|环佩|花钿|花间|裳|遥看,酒旗:1|风:1|春寒:1|渔舟:1|芳草:1|宫阙:1|白莲花:1|裳:1|玉:1,卷二/宫室类/宫阙|卷一/时令类/春寒|卷三/器用类上/渔舟|卷三/珍宝类/玉|卷四/百花类/白莲花|卷三/百草类/芳草|卷三/服饰类/裳|卷三/器用类上/酒旗|卷一/天文类/风
102,王元章倒枝画梅,明,梅花,4,梅花|瑞香花|竹径|落花,孤芳|拂云|梅花|着地,瑞香花:1|竹径:1|梅花:1|落花:1,卷四/百花类/梅花|卷四/百花类/瑞香花|?/竹径|卷四/百花类/落花
103,吉祥寺古梅,清,梅花,6,城|山|春|梅花|梨花|潮,一树|城|山|春|梅花|花气,梨花:1|梅花:1|潮:1|城:1|山:1|春:1,卷二/宫室类/城|卷一/地舆类/山|卷一/时令类/春|卷四/百花类/梅花|卷四/百花类/梨花|卷一/地舆类/潮
104,百嘉村见梅花,清,梅花,9,冬夜|旅舍|春郊|桃花|梦|江湖|玉|笛|钟,天涯|寒月|梦|江村|玉|疏影|笛|高楼|黄昏,旅舍:1|桃花:1|江湖:1|钟:1|冬夜:1|春郊:1|玉:1|笛:1|梦:1,卷一/时令类/冬夜|卷二/宫室类/旅舍|卷一/地舆类/春郊|卷四/百花类/桃花|卷二/人事类/梦|?/江湖|卷三/珍宝类/玉|卷三/音乐类/笛|卷三/音乐类/钟
105,梅 花,清,梅花,4,斛|春|莲塘|香,春|沦落|苍苔|香,莲塘:1|斛:1|春:1|香:1,?/斛|卷一/时令类/春|卷一/地舆类/莲塘|卷三/器用类下/香
106,枯 梅,清,梅花,2,俳优|怀友,十年|奇香,俳优:1|怀友:1,卷二/人品类/俳优|卷二/师友类/怀友
107,浣溪沙,宋,梅花,18,云|假山|十六夜月|天|暮冬|月|杵臼|梅溪|残灯|水|江亭|流水|牡丹|玉|石|苔|贺生子|闲居,乾坤|冉冉|天香|断桥|春回|昨夜|月|水|流水|清气|玉|瑶台|石|窗外|精神|花开|苔|醉眠,贺生子:1|江亭:1|杵臼:1|梅溪:1|流水:1|暮冬:1|十六夜月:1|闲居:1|牡丹:1|云:1|天:1|假山:1|残灯:1|水:1|月:1|玉:1|苔:1|石:1,卷一/天文类/云|卷一/地舆类/假山|卷一/天文类/十六夜月|卷一/天文类/天|卷一/时令类/暮冬|卷一/天文类/月|卷三/器用类上/杵臼|卷一/地舆类/梅溪|卷三/器用类下/残灯|卷一/地舆类/水|卷二/宫室类/江亭|卷一/地舆类/流水|卷四/百花类/牡丹|卷三/珍宝类/玉|卷一/地舆类/石|卷三/百草类/苔|卷三/庆吊类/贺生子|卷二/宫室类/闲居
108,浣溪沙,清,梅花,9,喜雪|夏夜|寒食雨|席|江湖|渔父|牡丹|画花|知音,一枝|媚春|寒玉|幽香|明月|桃李|水云|焦桐|铅华,喜雪:1|渔父:1|寒食雨:1|牡丹:1|知音:1|夏夜:1|江湖:1|画花:1|席:1,卷一/天文类/喜雪|卷一/时令类/夏夜|卷一/节序类/寒食雨|卷三/器用类上/席|?/江湖|卷二/人品类/渔父|卷四/百花类/牡丹|卷三/书画类/画花|卷二/志气类/知音
109,长相思,宋,梅花,5,冬|牧童|花|角|诏令,丁宁|吹笛|花|角|雪飞,诏令:1|牧童:1|冬:1|花:1|角:1,卷一/时令类/冬|卷二/人品类/牧童|卷四/百花类/花|卷三/音乐类/角|卷二/君道类/诏令
110,鬲溪梅令,宋,梅花,14,山|喜雪|园|夜宴|春|春风|月夜访友|木|残星|牧童|玉|画水|迁居|香,山|云水|何处|好花|归去|春|春风|木|梦中|横陈|玉|盈盈|粼粼|香,山:2|园:1|画水:1|春风:1|牧童:1|月夜访友:1|夜宴:1|迁居:1|喜雪:1|残星:1|香:1|玉:1|木:1|春:1,卷一/地舆类/山|卷一/天文类/喜雪|卷一/地舆类/园|卷二/人事类/夜宴|卷一/时令类/春|卷一/天文类/春风|卷二/师友类/月夜访友|卷四/竹木类/木|卷一/天文类/残星|卷二/人品类/牧童|卷三/珍宝类/玉|卷三/书画类/画水|卷二/宫室类/迁居|卷三/器用类下/香
111,卜算子,宋,梅花,8,喜雪|夏夜|春|月夜访友|涧|神童|远山|香,一枝梅|园林|明月|春|涧|远山|风流|香,月夜访友:1|喜雪:1|远山:1|神童:1|夏夜:1|涧:1|春:1|香:1,卷一/天文类/喜雪|卷一/时令类/夏夜|卷一/时令类/春|卷二/师友类/月夜访友|卷一/地舆类/涧|卷二/人品类/神童|?/远山|卷三/器用类下/香
112,卜算子,宋,梅花,10,亡|尘|春|月|木瓜|桃花|梅溪|江湖|踏青|雨,争春|寂寞|尘|断桥|无主|有香|雨|零落|风和|黄昏,梅溪:1|月:1|桃花:1|江湖:1|春:1|踏青:1|亡:1|木瓜:1|雨:1|尘:1,?/亡|卷一/地舆类/尘|卷一/时令类/春|卷一/天文类/月|卷四/百果类/木瓜|卷四/百花类/桃花|卷一/地舆类/梅溪|?/江湖|卷三/游眺类/踏青|卷一/天文类/雨
113,诉衷情,宋,梅花,8,人品类|帘|春昼|月|柳|梦|海棠花|白莲花,人悄悄|余香|依依|帘|春睡|月|梦|酒醒,人品类:1|海棠花:1|春昼:1|柳:1|白莲花:1|梦:1|月:1|帘:1,?/人品类|卷三/器用类上/帘|卷一/时令类/春昼|卷一/天文类/月|卷四/树木类/柳|卷二/人事类/梦|卷四/百花类/海棠花|卷四/百花类/白莲花
114,霜天晓角,宋,梅花,13,冬雨|十六夜月|待月|志气|月|梅花|梦|江|烛|珍珠花|白莲花|笛|谢惠扇,三弄|兰烬|冰清|卷珠帘|摇动|昨夜|月|枝头|梅花|梦|玉龙|金兽|阶前,江:1|十六夜月:1|梅花:1|冬雨:1|笛:1|谢惠扇:1|珍珠花:1|志气:1|烛:1|待月:1|白莲花:1|月:1|梦:1,卷一/天文类/冬雨|卷一/天文类/十六夜月|卷一/天文类/待月|卷二/志气类/志气|卷一/天文类/月|卷四/百花类/梅花|卷二/人事类/梦|卷一/地舆类/江|卷三/器用类下/烛|卷四/百花类/珍珠花|卷四/百花类/白莲花|卷三/音乐类/笛|卷三/谢惠类/谢惠扇
115,霜天晓角,宋,梅花,14,云|云峰|冬雨|堦草|春|春日书怀|月|残菊|花|雁|雪意|霞|风|高杰,两行|云|天淡|数枝|春|晚晴|月|来去|画楼|知人|脉脉|花|雁|风,霞:1|冬雨:1|雪意:1|云峰:1|残菊:1|堦草:1|高杰:1|春日书怀:1|风:1|春:1|花:1|云:1|雁:1|月:1,卷一/天文类/云|卷一/天文类/云峰|卷一/天文类/冬雨|?/堦草|卷一/时令类/春|?/春日书怀|卷一/天文类/月|卷四/百花类/残菊|卷四/百花类/花|?/雁|卷一/天文类/雪意|卷一/天文类/霞|卷一/天文类/风|卷二/人品类/高杰
