ID,诗名,花名,sxhy_heading,sxhy_raw_words,manual_imagery,共有原词,仅诗学含英原词,仅手工词典,共有词数,sxhy_heading_数,sxhy_raw词数,manual词数
1024,贺新郎（客赠芍药）,芍药,重九|祥云|寒食雨|夏|早春|桥|春日书怀|月|寒食|雨|天|日|春,画堂|祥云|关山|迢递|东风|岁月|憔悴|怅望|歌吹|点点|天|日|春,东风|书|云|关山|天|日|春|晓|月|枝|泪|竹|花|金|香|鹤,东风|关山|天|日|春,岁月|怅望|憔悴|歌吹|点点|画堂|祥云|迢递,书|云|晓|月|枝|泪|竹|花|金|香|鹤,5,13,13,16
1026,虞美人草行,虞美人,月|沙|初夏|流水|梅溪|烟|天,如雪|草芳|寂寞|滔滔|水流|月|烟|天,义|人|佳人|剑|原|哀怨|夜|天|寂寞|寒|悲|愁|旌|旗|月|枝|水|流|烟|玉|空|芳|草|雪|香|鸿,天|寂寞|月|烟,如雪|水流|滔滔|草芳,义|人|佳人|剑|原|哀怨|夜|寒|悲|愁|旌|旗|枝|水|流|玉|空|芳|草|雪|香|鸿,4,7,8,26
1027,虞美人,虞美人,日|春晴|春风|潮|祈雨|候,日|芳草|春风|拔山|精诚|亭亭,亭|人间|山|悲|日|春风|芳草|苦,日|春风|芳草,亭亭|拔山|精诚,亭|人间|山|悲|苦,3,6,6,8
1025,山枇杷,山枇杷,山|初夏|云|秋兴|水帘|假山|春日书怀|春郊|秋日|河|游春|沙|日|水|雾|天|园|溪,山|枇杷|青山|因风|飞带|秀色|日迟|幽花|天高|万里|人醉|陌上|日|水|云|雾|天|园|溪,万里|乐|云|人|冷|叶|天|山|山枇杷|岩|幽|怨|愁|日|杏|枝|柳|水|溪|热|牡丹|珠|花|芳|谷|金|雾|青山|风|香,万里|云|天|山|日|水|溪|雾|青山,人醉|因风|园|天高|幽花|日迟|枇杷|秀色|陌上|飞带,乐|人|冷|叶|山枇杷|岩|幽|怨|愁|杏|枝|柳|热|牡丹|珠|花|芳|谷|金|风|香,9,18,19,30
1017,蝶恋花,梨花,寒食|春风|上元|重九|烟|春雨|春色|秋风,秋千|春风|翠袖|年年|寒食|天际|春雨|丹青|凄凉,人|凉|天|寒|幽|愁|春雨|春风|泪|秋|花|金|雪,春雨|春风,丹青|凄凉|天际|寒食|年年|秋千|翠袖,人|凉|天|寒|幽|愁|泪|秋|花|金|雪,2,8,9,13
1015,清平乐,杏花,冬雨|春|溪|月|风,春|溪|梅花|横斜|月|风,人|春|月|枝|梅花|流|溪|疏影|竹|花开|风,春|月|梅花|溪|风,横斜,人|枝|流|疏影|竹|花开,5,5,6,11
1014,南圃杏花,棣棠,水帘|春寒|梅溪|十六夜月|春雨|风,万点|春寒|绛雪|昨夜|春雨|风,人|夜|寒|帘|春|春雨|晓|枝|玉|雪|风,春雨|风,万点|春寒|昨夜|绛雪,人|夜|寒|帘|春|晓|枝|玉|雪,2,6,6,11
1010,桃花行,桃花,春雨|早春|春日书怀|月|春|日影|沙|假山|春色|雪晴|祥云|秋晴|莲塘|水帘|江湖|雷|春归|风|烟|天|烧|水|泉,桃花|东风|憔悴|月|春|隔帘|风吹|庭前|春色|凭栏|纷纷|红叶|鸳鸯|长流|黄昏|一声|春归|寂寞|风|烟|天|烧|水|泉,东风|人|冷|凭栏|叶|天|寂寞|帘|愁|春|春色|晨|月|桃|桃花|楼|水|泉|泪|流|烟|空|红叶|花|金|锦|风|香|黄昏,东风|凭栏|天|寂寞|春|春色|月|桃花|水|泉|烟|红叶|风|黄昏,一声|庭前|憔悴|春归|烧|纷纷|长流|隔帘|风吹|鸳鸯,人|冷|叶|帘|愁|晨|桃|楼|泪|流|空|花|金|锦|香,14,23,24,29
595,咏邻女东窗海石榴,榴花,莲塘|星|月桂|祥云|远水|海|罗,绿水|光辉|清香|随风|落日|海|罗,枝|水|海|清香|落日|金|风|鸟,海|清香|落日,光辉|绿水|罗|随风,枝|水|金|风|鸟,3,7,7,8
596,赋园中所有,榴花,石|喜雪|春风|送春|候,石|及时|开花|残红|候,石|花|芳,石,候|及时|开花|残红,花|芳,1,5,5,3
597,榴 花,榴花,候|上元|园|石,亭亭|花市|园|石,亭|枝|石|花,石,亭亭|园|花市,亭|枝|花,1,4,4,4
598,榴 花,榴花,月|山|石,千里|山|石,千里|山|桃|石|花|苦,千里|山|石,,桃|花|苦,3,3,3,6
599,海 榴,榴花,春风|药园|海,春风|成丛|海,叶|春风|海|珠|花,春风|海,成丛,叶|珠|花,2,3,3,5
600,西园石榴开,榴花,春日书怀|送春|初日|野|夏,绿叶|莺啼|初日|携酒|野|夏,台|叶|夏|旌|日|榴花|莺|轩|酒|野|香,夏|野,初日|携酒|绿叶|莺啼,台|叶|旌|日|榴花|莺|轩|酒|香,2,5,6,11
601,榴 花,榴花,虹|沙,窈窕|风吹,人|幽|榴花|风,,窈窕|风吹,人|幽|榴花|风,0,2,2,4
602,咏石榴花,榴花,云|春风,千重|春风,春风|花,春风,千重,花,1,2,2,2
603,榴 花,榴花,寒食雨|秋径|月|地,无车马|青苔|月|地,地|月|枝|榴花|马,地|月,无车马|青苔,枝|榴花|马,2,4,4,5
604,山寺看海榴花,榴花,夏夜|雷|地|霞,月明|火光|地|霞,人|地|夜|月|霞,地|霞,月明|火光,人|夜|月,2,4,4,5
605,榴 花,榴花,春郊|夏|云,游蜂|薰风|云,云|枝|蜂|风|香,云,游蜂|薰风,枝|蜂|风|香,1,3,3,5
606,南歌子,榴花,云|旱|游春|喜雪|春|尘|石|池,云|紫陌|看花|千点|春|尘|石|池,云|人|冰|台|春|枝|玉|石|花|金樽,云|春|石,千点|尘|池|看花|紫陌,人|冰|台|枝|玉|花|金樽,3,8,8,10
607,庆清朝,榴花,春|重九|夏|虹|探春|药园|寒食雨|新秋|残星|地|山,春|年年|薰风|窈窕|载酒|成丛|无车马|西风|数点|地|山,地|山|春|枝|玉|珠|空|花|西风|酒|金|阁|风|马,地|山|春|西风,年年|成丛|数点|无车马|窈窕|薰风|载酒,枝|玉|珠|空|花|酒|金|阁|风|马,4,11,11,14
608,贺新郎,榴花,夏|井|雪意|天|春夜|云|新秋|喜雪|石,乳燕|桐阴|梦断|瑶台|风敲竹|千重|西风|簌簌|石,乳燕|人|凉|台|孤|帘|幽|枝|桐|泪|浪|玉|石|竹|花|芳|西风|酒|风,乳燕|石|西风,千重|桐阴|梦断|瑶台|簌簌|风敲竹,人|凉|台|孤|帘|幽|枝|桐|泪|浪|玉|竹|花|芳|酒|风,3,9,9,19
609,石竹咏,石竹,,,枝|露,,,枝|露,0,0,0,2
610,石竹花,石竹,春,春,人|春|暮|竹|花|霜,春,,人|暮|竹|花|霜,1,1,1,6
611,石竹花,石竹,春归|药园|竹溪|游春|春风|地,春归|成丛|浅浅|车马|春风|地,地|幽|春|春风|芬|谷|马,地|春风,成丛|春归|浅浅|车马,幽|春|芬|谷|马,2,6,6,7
612,赋石竹,石竹,云,点缀,芳,,点缀,芳,0,1,1,1
613,咏栀子花,栀子花,春|秋|月|云|冬|江湖|泉声|秋晴|天|地|夏,春|秋|桂华|炎炎|岁寒|幽香|断续|清风|天|地|夏,兰|冰|凉|叶|地|夏|天|寒|幽香|春|松柏|桂|秋|雪|露|风,地|夏|天|幽香|春|秋,岁寒|断续|桂华|清风|炎炎,兰|冰|凉|叶|寒|松柏|桂|雪|露|风,6,11,11,16
614,雨过山村,栀子花,庐山|竹溪|喜雪|中庭|雨,鸡鸣|竹溪|板桥|中庭|雨,栀子花|桥|溪|竹|雨,雨,中庭|板桥|竹溪|鸡鸣,栀子花|桥|溪|竹,1,5,5,5
615,栀 子,栀子花,水|月,水|月,寒|峰|月|根|水|玉|香,月|水,,寒|峰|根|玉|香,2,2,2,7
616,蜀 葵,蜀葵,春色|霞|天|雨,天阴|霞|天|雨,夜|天|忠|枝|花|雨|霞,天|雨|霞,天阴,夜|忠|枝|花,3,4,4,7
617,春日忆山中故居,桐花,早春|冬日书怀|新秋|冬雨,春来|三年|梧桐|乱洒,春|桐花|梧桐,梧桐,三年|乱洒|春来,春|桐花,1,4,4,3
618,桐,桐花,秋|新秋|春夜|雨,桐叶|晚风|花香|雨,凉|叶|桐|桐花|竹|雨|风|香,雨,晚风|桐叶|花香,凉|叶|桐|桐花|竹|风|香,1,4,4,8
619,采莲曲,莲花,衡山|日|风,芙蓉|日|风,日|湖|空|芙蓉|荷|莲|采莲|风,日|芙蓉|风,,湖|空|荷|莲|采莲,3,3,3,8
620,采莲,莲花,月|初夏|罗|江,千里|荷花|罗|江,千里|江南|花|荷花|莲|锦,千里|荷花,江|罗,江南|花|莲|锦,2,4,4,6
621,采莲曲,莲花,江|夏|浦|渡|风,江|荷叶|浦|渡|风,叶|木兰|桨|江|江南|渡|花|荷|莲|金|露|风|香,江|渡|风,浦|荷叶,叶|木兰|桨|江南|花|荷|莲|金|露|香,3,5,5,13
622,咏江南可采莲,莲花,元日|衡山|重九|流水|夏|月|风|江|地,春初|芙蓉|年年|不穷|夏|月|风|江|地,地|夏|岸|春|月|江南|湖|芙蓉|荷|风|香,地|夏|月|芙蓉|风,不穷|年年|春初|江,岸|春|江南|湖|荷|香,5,9,9,11
623,赋得涉江采芙蓉,莲花,衡山|皓彩|夏|莲塘|冬|霞|渡,芙蓉|花影|荷香|菱歌|更长|为裳|渡,人|桂|渡|舟|芙蓉|花|荷|香,渡|芙蓉,为裳|更长|花影|荷香|菱歌,人|桂|舟|花|荷|香,2,7,7,8
624,咏同心芙蓉,莲花,初夏|候|上巳|风,荷花|亭亭|水中|风,亭|人|孤|水|荷花|莲|风|香,荷花|风,亭亭|水中,亭|人|孤|水|莲|香,2,4,4,8
625,采莲曲,莲花,陂塘|云|风,解缆|随意|风,叶|杯|舟|荷|莲|风,风,解缆|随意,叶|杯|舟|荷|莲,1,3,3,6
626,秋池一株莲,莲花,江湖|云|秋,凌波|从风|秋,根|波|秋|空|风,秋,从风|凌波,根|波|空|风,1,3,3,5
627,古 风(其二十六),莲花,莲塘|月桂|假山|泉|日|秋|罗|烟|池,绿水|密叶|秀色|泉|日|秋|罗|烟|池,叶|幽|朝日|根|水|泉|烟|秋|空|花|芳|荷|霜|香|馨,泉|烟|秋,密叶|日|池|秀色|绿水|罗,叶|幽|朝日|根|水|空|花|芳|荷|霜|香|馨,3,9,9,15
628,折荷有赠,莲花,秋水|秋|江|云|天,秋水|凉风|江|云|天,云|佳人|凉|天|水|江|珠|相思|秋|荷|风,云|天|江,凉风|秋水,佳人|凉|水|珠|相思|秋|荷|风,3,5,5,11
629,子夜吴歌(其二),莲花,雷|新秋|初夏|待月|月,百里|菡萏|荷花|待月|月,人|月|湖|百里|舟|荷花|西施|镜,月|百里|荷花,待月|菡萏,人|湖|舟|西施|镜,3,5,5,8
630,越 女,莲花,衡山|春暮|水|江,芙蓉|将归|水|江,叶|桂|水|江|湖|舟|芙蓉|花,水|江|芙蓉,将归,叶|桂|湖|舟|花,3,4,4,8
631,东林寺白莲,莲花,喜雪|上巳|衡山|新秋|旱|秋凉|月|华山|水|尘|夏|秋|池|山,东林|湛湛|芙蓉|菡萏|白日|清飚|玉盘|琼瑶|莲花|水|尘|夏|秋|池|山,人间|夏|夜|山|林|水|玉|白日|秋|芙蓉|芳|莲花|银|露|香|馨,夏|山|水|白日|秋|芙蓉|莲花,东林|尘|池|清飚|湛湛|玉盘|琼瑶|菡萏,人间|夜|林|玉|芳|银|露|香|馨,7,14,15,16
632,京兆府新栽莲·,莲花,水|溪|除夜|春日书怀|尘|日|地,水|溪|人事|憔悴|尘|日|地,人|叶|地|日|根|水|溪|花|莲|香|馨,地|日|水|溪,人事|尘|憔悴,人|叶|根|花|莲|香|馨,4,7,7,11
633,与王郎昆仲及儿子迈绕城观荷,莲花,十六夜月|秋色|日|上元|悲秋|雨|风|月|秋|溪|浦|海,昨夜|水清|十里|处处|白发|雨|风|月|秋|溪|浦|海,叶|夜雨|晓|月|水|海|溪|白发|秋|舟|莲|风,月|海|溪|白发|秋|风,十里|处处|昨夜|水清|浦|雨,叶|夜雨|晓|水|舟|莲,6,12,12,12
634,荷花,莲花,虹|秋水|远水|山|秋暮|月|渔矶|渡|天|云|江,秋水|雨脚|落日|遥岑|美人|摇落|薄暮|风雨|渡|天|云|江,云|天涯|平生|暮风|水|江|泪|渡|燕|相思|秋|美人|芳|落日|酒|金|雨,云|江|渡|美人|落日,天|摇落|秋水|薄暮|遥岑|雨脚|风雨,天涯|平生|暮风|水|泪|燕|相思|秋|芳|酒|金|雨,5,11,12,17
635,玉井事观荷,荷花,星|日|罗|水,水精|日|罗|水,人|叶|日|杯|水|波|流|玉|珠|笔|酒,日|水,水精|罗,人|叶|杯|波|流|玉|珠|笔|酒,2,4,4,11
636,采莲曲,荷花,水|云|边塞|远水|秋|莲塘|日,洋洋|长江|渺渺|冉冉|凉风|轻舟|悠悠|水|日,凉|斜日|水|波|湖|荷|轻舟|长江|风|鱼,水|轻舟|长江,冉冉|凉风|悠悠|日|洋洋|渺渺,凉|斜日|波|湖|荷|风|鱼,3,7,9,10
637,观鑫,荷花,云|夏|喜雪|秋|十六夜月|丰年|雨|雪意|夏夜|水|游春|关隘|池|天,荷叶|濯濯|凉风|赏心|一雨|破块|跳珠|明月|冯夷|看花|去来|襟带|池|天|云,云|人|凉|叶|天|幽|明月|珠|翁|花|芳|荷|镜|雨|风,云|天|明月,一雨|冯夷|凉风|去来|池|濯濯|看花|破块|荷叶|襟带|赏心|跳珠,人|凉|叶|幽|珠|翁|花|芳|荷|镜|雨|风,3,14,15,15
638,采莲曲,荷花,华山|待月|月|浦|江|莲塘|衡山|秋风|春|送春|日|曝日|冬|寒食雨|罗|海|风,莲花|江上|浦|江|绿水|芙蓉|秋风|花红|怅望|别离|有节|浩荡|寒江|千里|关山|罗|海|风|月,书|佳人|兰|关山|千里|叶|塞|夜|客|寒江|暮|月|桂|桑|水芙蓉|江|江南|津|浪|海|潭|玉|相思|秋风|花|苦|莲|莲花|采莲|雁|风,关山|千里|寒江|月|江|海|秋风|莲花|风,别离|怅望|有节|江上|浦|浩荡|绿水|罗|芙蓉|花红,书|佳人|兰|叶|塞|夜|客|暮|桂|桑|水芙蓉|江南|津|浪|潭|玉|相思|花|苦|莲|采莲|雁,9,17,19,31
639,奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教,荷花,日|江|夏日途中|泉|瀑布泉|冬雨|月影|衡山|华山|雷|云峰|游春|潮|江湖|泰山|秋|云|山,江|红云|大明|走马|明珠|寒光|婆娑|芙蓉|太白|百里|崔嵬|插花|玉山|水平|天门|秋|云|山|日,云|人|凤|天|寒|山|日|杯|水|江|波|玉|珠|百里|相思|秋|舟|芙蓉|花|锦|镜|雪|马,云|山|日|江|百里|秋|芙蓉,大明|天门|太白|婆娑|寒光|崔嵬|插花|明珠|水平|玉山|红云|走马,人|凤|天|寒|杯|水|波|玉|珠|相思|舟|花|锦|镜|雪|马,7,18,19,23
640,古 意,荷花,华山|春风|云|山,太华|玉井|开花|一片|青壁,冷|峰|根|玉|花|莲|雪|霜,,一片|太华|开花|玉井|青壁,冷|峰|根|玉|花|莲|雪|霜,0,4,5,8
641,赠荷花,荷花,新秋|云|尘|天,菡萏|卷舒|尘|天,世间|人|叶|天|愁|花|荷|金,天,卷舒|尘|菡萏,世间|人|叶|愁|花|荷|金,1,4,4,8
642,张静婉采莲曲,荷花,春|月|水|园|上元|云峰|送春|夏日|云|桥|天|烟|秋|罗|溪,春|月|水|杨柳|鲛绡|送雨来|留连|清光|云|桥|天|烟|秋|罗|溪,云|兰|凤|夜|天|客|愁|春|月|杨柳|根|桥|水|波|溪|烟|燕|玉|秋|花|莲|雨|露|香|马|麟|龙,云|天|春|月|杨柳|桥|水|溪|烟|秋,清光|留连|罗|送雨来|鲛绡,兰|凤|夜|客|愁|根|波|燕|玉|花|莲|雨|露|香|马|麟|龙,10,15,15,27
643,古采莲,荷花,沙|水|雨|江湖|春日|夏夜,风吹|冯夷|霏霏|兰舟|迟迟|明月,兰|冰|冷|明月|桂|舟|花|采莲|金|风|香|鼓,明月,兰舟|冯夷|迟迟|霏霏|风吹,兰|冰|冷|桂|舟|花|采莲|金|风|香|鼓,1,6,6,12
644,莲塘曲,荷花,夏|春|莲塘|远山|观涨|月影|春日书怀|春晴|果园|衡山|风|水,青萍|柳塘|鸳鸯|一点|珠碎|香满|梦魂|芳草|满架|芙蓉|风|水,人|夜|恨|愁|柳|水|波|珠|舟|芙蓉|花|芳|芳草|荷|锦|镜|露|风|香|鸟,水|芙蓉|芳草|风,一点|柳塘|梦魂|满架|珠碎|青萍|香满|鸳鸯,人|夜|恨|愁|柳|波|珠|舟|花|芳|荷|锦|镜|露|香|鸟,4,12,12,20
645,徐两山寄莲花,荷花,秋风|夏|衡山|秋水|除夜|水|雨|烟,秋风|银塘|芙蓉|秋水|明年|水|雨|烟,夜|幽|恨|水|烟|玉|秋|秋风|芙蓉|莲|银|雨|露|香,水|烟|秋风|芙蓉|雨,明年|秋水|银塘,夜|幽|恨|玉|秋|莲|银|露|香,5,8,8,14
646,晚 莲,荷花,雨|江,雨|江,冷|客|寒|幽|恨|暮|江|波|空|芳|荷|雨|露|香,江|雨,,冷|客|寒|幽|恨|暮|波|空|芳|荷|露|香,2,2,2,14
647,莲塘霁望,荷花,新秋|春日书怀|潮|春径|霞|秋郊|秋声|秋凉|水|罗,新秋|菡萏|红英|晚风|万叠|拾翠|雨晴|牧童|短笛|蓼花|水|罗,人|岸|水|牛|短笛|秋|蓼花|采莲|雨|风|馨,水|短笛|蓼花,万叠|拾翠|新秋|晚风|牧童|红英|罗|菡萏|雨晴,人|岸|牛|秋|采莲|雨|风|馨,3,10,12,11
648,新荷出水,荷花,秋径|新秋|春风|华山|水|池|日,晓露|晚风|开花|太华|水|池|日,孤|寒|峰|日|晓|水|玉|珠|瑶池|花|镜|雪|露|风|香|鸟,日|水,太华|开花|晓露|晚风|池,孤|寒|峰|晓|玉|珠|瑶池|花|镜|雪|露|风|香|鸟,2,7,7,16
649,三益堂芙蓉,荷花,秋水|衡山|武夷山|上元|雪意|喜雪|夏日途中|风|霞|月,秋水|芙蓉|画栏|翠袖|江浦|仙掌|红云|风|霞|月,云|夜|寒|帘|月|水芙蓉|江|烛|秋|酒|锦|霜|霞|露|风,月|霞|风,仙掌|江浦|画栏|秋水|红云|翠袖|芙蓉,云|夜|寒|帘|水芙蓉|江|烛|秋|酒|锦|霜|露,3,10,10,15
650,并·蒂莲花,荷花,早春|春暮|春日书怀|溪|水|月|春|日,新绿|风花|憔悴|溪|水|月|春|日,今日|春|月|枝|水|溪|相思|花|露|风,春|月|水|溪,憔悴|新绿|日|风花,今日|枝|相思|花|露|风,4,8,8,10
651,芙藻,荷花,祥云|泉,随风|清流,流|金|风,,清流|随风,流|金|风,0,2,2,3
652,曲池荷,荷花,烟|秋风|池,曲岸|秋风|池,岸|秋风|香,秋风,曲岸|池,岸|香,1,3,3,3
653,莲 叶,荷花,立秋|春,露下|春,春|根|玉|珠|露,春,露下,根|玉|珠|露,1,2,2,5
654,芙 蓉,荷花,新秋|莲塘|秋,西风|红衣|秋,愁|秋|西风,秋|西风,红衣,愁,2,3,3,3
655,白 莲,木芙蓉,十六夜月|水|岛屿,昨夜|冯夷|波心,夜|玉|碧波,,冯夷|昨夜|波心,夜|玉|碧波,0,3,3,3
656,莲 塘,木芙蓉,雨|霞,雨|霞,叶|波|禽|雨|霞,雨|霞,,叶|波|禽,2,2,2,5
657,和文与可菡萏轩,木芙蓉,春风|上巳|夏夜|月桂,开花|水中|月明|清香,月|水|清香|花,清香,开花|月明|水中,月|水|花,1,4,4,4
658,采莲曲,木芙蓉,春色|莲塘|风|水,傍人|鸳鸯|风|水,人|含笑|水|花|风|香,水|风,傍人|鸳鸯,人|含笑|花|香,2,4,4,6
659,采莲曲,木芙蓉,残星|上巳|莲塘,盈盈|水中|鸳鸯,叶|水|采莲|露,,水中|盈盈|鸳鸯,叶|水|采莲|露,0,3,3,4
660,秋 荷,木芙蓉,秋暮|秋|风,摇落|秋|风,秋|荷|风,秋|风,摇落,荷,2,3,3,3
661,采莲曲二首(其二),木芙蓉,夏|衡山|不见|罗|池,荷叶|芙蓉|不见|罗|池,人|叶|芙蓉|荷,芙蓉,不见|池|罗|荷叶,人|叶|荷,1,5,5,4
662,莲 叶,木芙蓉,待月|莲塘|水|风|沙|雨,倚槛|鸳鸯|水|风|沙|雨,人|水|沙|舟|雨|风|香,水|沙|雨|风,倚槛|鸳鸯,人|舟|香,4,6,6,7
663,白 莲,木芙蓉,岛屿|池|月,晓风|池|月,人|恨|晓风|月|瑶池|花,晓风|月,池,人|恨|瑶池|花,2,3,3,6
664,采 莲,木芙蓉,新秋|水,菡萏|水,水|采莲|香,水,菡萏,采莲|香,1,2,2,3
665,雨中荷花,木芙蓉,秋兴|观涨|风,临水|浪翻|风,佳人|水|浪|珠|风|香,风,临水|浪翻,佳人|水|浪|珠|香,1,3,3,6
666,荷 叶,木芙蓉,候|立秋|石洞|初夏|夏|祥云|风,池面|露下|水面|荷花|亭亭|荷叶|随风|风,亭|人|叶|水|波|玉|芳|荷|荷花|采莲|露|风|香,荷花|风,亭亭|水面|池面|荷叶|随风|露下,亭|人|叶|水|波|玉|芳|荷|采莲|露|香,2,7,8,13
667,荷 花,木芙蓉,候|风|天|日,亭亭|风|天|日,亭|他日|天|西施|露|风,天|风,亭亭|日,亭|他日|西施|露,2,4,4,6
668,横 湖,荷花,秋光|天|云,秋光|天|云,云|夜|天|湖|秋|锦|霜,云|天,秋光,夜|湖|秋|锦|霜,2,3,3,7
669,晓出净慈寺送林子方,荷花,天|伏|清明|孤峰|初夏,六月|风光|四时|映日|荷花|天,叶|天|日|月|湖|荷花|莲|风,天|荷花,六月|四时|映日|风光,叶|日|月|湖|莲|风,2,5,6,8
670,再赋郡沼双莲,荷花,云,云,云|合欢|恨|枝|空|莲,云,,合欢|恨|枝|空|莲,1,1,1,6
671,立秋后二日泛舟越来溪,荷花,新秋|石洞|溪,西风|水面|溪,帆|水|波|溪|莲|西风,溪|西风,水面,帆|水|波|莲,2,3,3,6
672,荷 花,荷花,云|喜雪|冬雨|风,南浦|清秋|片片|风,人|冷|南浦|悲|秋|霜|露|风,南浦|风,清秋|片片,人|冷|悲|秋|霜|露,2,4,4,8
673,梦行荷花万顷中,荷花,风|月|远水|春夜|天,风|月|茫茫|花香|天,天|月|花|露|风|香,天|月|风,花香|茫茫,花|露|香,3,5,5,6
674,荷 亭,荷花,秋兴|夜雨|夏|残星|风,临水|夜雨|荷叶|五更|风,五更|亭|叶|夜雨|晓|水|舟|荷|风,五更|夜雨|风,临水|荷叶,亭|叶|晓|水|舟|荷,3,5,5,9
675,新 荷,荷花,远山|水,翠色|湖光,叶|波|湖|莲,,湖光|翠色,叶|波|湖|莲,0,2,2,4
676,荷 叶,荷花,候|春昼,亭亭|风清,亭|根|芳|露|风,,亭亭|风清,亭|根|芳|露|风,0,2,2,5
677,荷 花,荷花,伏|霞|春夜|天|沙,六月|日落|花香|天|沙,人间|凉|天|日|月|沙|玉|禽|花|香,天|沙,六月|日落|花香,人间|凉|日|月|玉|禽|花|香,2,5,5,10
678,荷叶露,荷花,春暮|新秋|远水|月影|泉,将归|西风|渺渺|波寒|泉,人|客|寒|泉|渊|珠|碧波|西风,泉|西风,将归|波寒|渺渺,人|客|寒|渊|珠|碧波,2,5,5,8
679,藕 花,荷花,雨|陂塘|莲塘|夏|水,霏霏|莲房|鸳鸯|荷叶|雨|水,叶|水|花|荷|莲|雨,水|雨,荷叶|莲房|霏霏|鸳鸯,叶|花|荷|莲,2,5,6,6
680,再过露筋祠,荷花,渔矶|云|烟|月|野|风,系缆|云|烟|月|野|风,云|月|湖|烟|莲|行人|野|风,云|月|烟|野|风,系缆,湖|莲|行人,5,6,6,8
681,芙 蓉,荷花,江湖|水|桥,照影|水|桥,原|桥|水|竹|西施,桥|水,照影,原|竹|西施,2,3,3,5
682,临平道中看荷花，同朱冰壑、陈渔沂,木芙蓉,水声|秋晚|潮|游春|月,风前|落霞|花气|看花|月,凉|月|桨|滩|花|银|霞|风,月,看花|花气|落霞|风前,凉|桨|滩|花|银|霞|风,1,5,5,8
683,如梦令,木芙蓉,渡|园|浦|溪|日,渡|花深|鸥鹭|溪|日,亭|日|暮|渡|溪|滩|舟|花,日|渡|溪,花深|鸥鹭,亭|暮|滩|舟|花,3,5,5,8
684,乌夜啼,木芙蓉,松风|云,松风|云,云|人|凉|晓|松|枝|玉|花|风|香,云,松风,人|凉|晓|松|枝|玉|花|风|香,1,2,2,10
685,昭君怨,木芙蓉,潮|春日书怀|春晴|月|风|云,花气|诗情|花心|月|风|云,云|人|凉|月|花|荷|酒|风|香,云|月|风,花心|花气|诗情,人|凉|花|荷|酒|香,3,6,6,9
686,采桑子,木芙蓉,雨|十六夜月|夏|潮|浦|溪|池,昨夜|红稀|扁舟|霏微|浦|溪|池|雨,夜|扁舟|溪|荷|莲|雁|雨,扁舟|溪|雨,昨夜|池|浦|红稀|霏微,夜|荷|莲|雁,3,7,8,7
687,菩萨蛮,木芙蓉,衡山|浦|风|月|雨|日,芙蓉|浦|风|月|雨|日,人|帘|日|月|芙蓉|花|轩|雨|风|香,日|月|芙蓉|雨|风,浦,人|帘|花|轩|香,5,6,6,10
688,清平乐,木芙蓉,秋声|秋晚|冬雨|新秋|重九|梅溪|春郊|夏夜|十六夜月|溪,秋声|断红|片片|西风|年年|水流|花谢|月明|昨夜|溪,兰|夜|怨|愁|月|水|流|溪|秋|花谢|莲|西风|采莲|香,溪|花谢|西风,年年|断红|昨夜|月明|水流|片片|秋声,兰|夜|怨|愁|月|水|流|秋|莲|采莲|香,3,10,10,14
689,摊破浣溪沙,木芙蓉,新秋|春水|春日|春日书怀|边塞|雨,菡萏|西风|绿波|韶光|憔悴|鸡塞|雨,叶|塞|寒|小楼|恨|愁|波|泪|玉|珠|笙|细雨|西风|香,西风,憔悴|绿波|菡萏|雨|韶光|鸡塞,叶|塞|寒|小楼|恨|愁|波|泪|玉|珠|笙|细雨|香,1,6,7,14
